establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Haltom City Plant|Tyson Foods, Inc.|TX|1.00|3.00|855.00|1883501.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Harwood Hatchery|Tyson Foods, Inc.|TX|1.00|2.00|24.00|51063.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Hays Hatchery|Tyson Foods, Inc.|NC|1.00|2.00|30.00|60280.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Hope Feed Mill|Tyson Foods, Inc.|AR|1.00|2.00|34.00|70737.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Hope Growout|Tyson Foods, Inc.|AR|1.00|2.00|24.00|57007.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Hope Hatchery|Tyson Foods, Inc.|AR|1.00|2.00|33.00|59491.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Hope Plant|Tyson Foods, Inc.|AR|1.00|3.00|1270.00|2269778.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Houston Portwall St Plant|Tyson Foods, Inc.|TX|1.00|3.00|632.00|1327826.00|510392340|'Tyson Foods Inc.'|tyson foods|false
Houston, TX Route Sales|Tyson Foods, Inc.|TX|1.00|2.00|17.00|36823.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Humboldt Feed Mill|Tyson Foods, Inc.|TN|1.00|2.00|13.00|27222.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Humboldt Hatchery|Tyson Foods, Inc.|TN|1.00|2.00|27.00|47724.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Humboldt Live Production|Tyson Foods, Inc.|TN|1.00|2.00|14.00|34052.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Humboldt Plant|Tyson Foods, Inc.|TN|1.00|3.00|682.00|1125199.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Hutchinson Plant|Tyson Foods, Inc.|KS|1.00|3.00|402.00|851690.00|481175514|'Tyson Foods Inc.'|tyson foods|false
Hutchinson Plant (KPR)|Tyson Foods, Inc.|KS|1.00|2.00|168.00|332072.00|481175514|'Tyson Foods Inc.'|tyson foods|false
Independence Plant|Tyson Foods, Inc.|IA|1.00|3.00|134.00|262140.00|203651396|'Tyson Foods Inc.'|tyson foods|false
Indianapolis Distribution Ctr|Tyson Foods, Inc.|IN|1.00|2.00|148.00|260976.00|710815086|'Tyson Foods Inc.'|tyson foods|false
ITC Hatchery|Tyson Foods, Inc.|AR|1.00|2.00|32.00|63144.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Iva Lee Feed Mill|Tyson Foods, Inc.|AL|1.00|2.00|26.00|98214.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Jacksonville Plant (Bruss)|Tyson Foods, Inc.|FL|1.00|3.00|252.00|490315.00|362338268|'Tyson Foods Inc.'|tyson foods|false
Jefferson Plant|Tyson Foods, Inc.|WI|1.00|2.00|51.00|87345.00|232797861|'Tyson Foods Inc.'|tyson foods|false
Joslin Freezer|Tyson Foods, Inc.|IL|1.00|2.00|37.00|71738.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Joslin Hides|Tyson Foods, Inc.|IL|1.00|2.00|102.00|211179.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Joslin Plant|Tyson Foods, Inc.|IL|1.00|3.00|2501.00|5102673.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Kansas City Plant|Tyson Foods, Inc.|KS|1.00|3.00|368.00|816639.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Kentucky Farms (CV)|Tyson Foods, Inc.|KY|1.00|2.00|36.00|78798.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Kentucky Hatchery (CV)|Tyson Foods, Inc.|KY|1.00|2.00|68.00|133977.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Lexington Freezer|Tyson Foods, Inc.|NE|1.00|2.00|37.00|72669.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Lexington Hides|Tyson Foods, Inc.|NE|1.00|2.00|77.00|160638.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Lexington Plant|Tyson Foods, Inc.|NE|1.00|3.00|2926.00|6068681.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Logansport Plant|Tyson Foods, Inc.|IN|1.00|3.00|2108.00|4019723.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Louisa County Freezer|Tyson Foods, Inc.|IA|1.00|2.00|72.00|142605.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Louisa County Plant|Tyson Foods, Inc.|IA|1.00|3.00|1242.00|2509606.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Macon Distribution Center|Tyson Foods, Inc.|GA|1.00|3.00|340.00|592912.00|472384604|'Tyson Foods Inc.'|tyson foods|false
Madison Ham Plant|Tyson Foods, Inc.|NE|1.00|2.00|182.00|327968.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Madison Plant|Tyson Foods, Inc.|NE|1.00|3.00|1275.00|2475748.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Magee Feed Mill (MLO)|Tyson Foods, Inc.|MS|1.00|2.00|22.00|48856.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Magee Hatchery (MLO)|Tyson Foods, Inc.|MS|1.00|2.00|18.00|39961.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Mexican Original Portland Plnt|Tyson Foods, Inc.|IN|1.00|3.00|536.00|1019702.00|710815084|'Tyson Foods Inc.'|tyson foods|false
Mexican Original Sanford Plant|Tyson Foods, Inc.|NC|1.00|3.00|490.00|923274.00|710815084|'Tyson Foods Inc.'|tyson foods|false
Monett Growout|Tyson Foods, Inc.|MO|1.00|2.00|20.00|46138.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Monett Hatchery #1|Tyson Foods, Inc.|MO|1.00|2.00|29.00|53042.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Monett Plant|Tyson Foods, Inc.|MO|1.00|3.00|610.00|985109.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Monroe Growout|Tyson Foods, Inc.|NC|1.00|2.00|23.00|57171.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Monroe Hatchery|Tyson Foods, Inc.|NC|1.00|2.00|24.00|48933.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Monroe Plant|Tyson Foods, Inc.|NC|1.00|3.00|1497.00|2598808.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Morrilton Hatchery|Tyson Foods, Inc.|AR|1.00|2.00|21.00|40327.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Murfreesboro Hatchery|Tyson Foods, Inc.|AR|1.00|2.00|18.00|35489.00|710815087|'Tyson Foods Inc.'|tyson foods|false
N. Little Rock Plant|Tyson Foods, Inc.|AR|1.00|3.00|254.00|407420.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Nacogdoches Feed Mill|Tyson Foods, Inc.|TX|1.00|2.00|20.00|51271.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Nashville Growout|Tyson Foods, Inc.|AR|1.00|2.00|19.00|44977.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Nashville Plant|Tyson Foods, Inc.|AR|1.00|3.00|1380.00|2410937.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Neshoba Feed Mill (MLO)|Tyson Foods, Inc.|MS|1.00|2.00|37.00|87589.00|560754148|'Tyson Foods Inc.'|tyson foods|false
New Holland F/P Plant|Tyson Foods, Inc.|PA|1.00|3.00|287.00|565530.00|710815087|'Tyson Foods Inc.'|tyson foods|false
New Holland Plant|Tyson Foods, Inc.|PA|1.00|3.00|538.00|1051040.00|710815087|'Tyson Foods Inc.'|tyson foods|false
New London Plant|Tyson Foods, Inc.|WI|1.00|3.00|833.00|1640396.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Newbern Plant|Tyson Foods, Inc.|TN|1.00|3.00|692.00|1459022.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Newbern Warehouse|Tyson Foods, Inc.|TN|1.00|2.00|29.00|58669.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Newton Hatchery (MLO)|Tyson Foods, Inc.|MS|1.00|2.00|33.00|65614.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Noel Freezer|Tyson Foods, Inc.|MO|1.00|2.00|47.00|90509.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Noel Plant|Tyson Foods, Inc.|MO|1.00|3.00|1445.00|2706943.00|710802999|'Tyson Foods Inc.'|tyson foods|false
North Carolina Farms (CV)|Tyson Foods, Inc.|NC|1.00|2.00|36.00|82968.00|710628109|'Tyson Foods Inc.'|tyson foods|false
North Richland Hills Plant|Tyson Foods, Inc.|TX|1.00|3.00|328.00|728904.00|481175514|'Tyson Foods Inc.'|tyson foods|false
Obion County Feed Mill|Tyson Foods, Inc.|TN|1.00|2.00|40.00|98167.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Obion County Growout|Tyson Foods, Inc.|TN|1.00|2.00|21.00|53160.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Obion County Hatchery|Tyson Foods, Inc.|TN|1.00|2.00|46.00|86964.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Obion County Plant|Tyson Foods, Inc.|TN|1.00|3.00|1539.00|2840778.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Obion Live Haul|Tyson Foods, Inc.|TN|1.00|2.00|38.00|48931.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Oglethorpe Farm|Tyson Foods, Inc.|GA|1.00|2.00|18.00|31940.00|620852669|'Tyson Foods Inc.'|tyson foods|false
Oglethorpe Feed Mill|Tyson Foods, Inc.|GA|1.00|2.00|26.00|56028.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Oglethorpe Growout|Tyson Foods, Inc.|GA|1.00|2.00|18.00|41414.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Oglethorpe Hatchery|Tyson Foods, Inc.|GA|1.00|2.00|43.00|77222.00|560754148|'Tyson Foods Inc.'|tyson foods|false
OK Pork|Tyson Foods, Inc.|OK|1.00|2.00|77.00|183816.00|710815074|'Tyson Foods Inc.'|tyson foods|false
Olathe Distribution Center|Tyson Foods, Inc.|KS|1.00|3.00|239.00|449764.00|481121753|'Tyson Foods Inc.'|tyson foods|false
Omaha Freezer|Tyson Foods, Inc.|NE|1.00|2.00|60.00|130273.00|911853538|'Tyson Foods Inc.'|tyson foods|false
Omaha Plant|Tyson Foods, Inc.|NE|1.00|3.00|1022.00|2165025.00|911853538|'Tyson Foods Inc.'|tyson foods|false
Ottawa Fwd WH|Tyson Foods, Inc.|IL|1.00|2.00|124.00|200266.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Pasco Hides|Tyson Foods, Inc.|WA|1.00|2.00|24.00|49640.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Pasco Plant|Tyson Foods, Inc.|WA|1.00|3.00|1367.00|2785329.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Perry Freezer|Tyson Foods, Inc.|IA|1.00|2.00|24.00|49534.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Perry Plant|Tyson Foods, Inc.|IA|1.00|3.00|1256.00|2546451.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Philadelphia Cooked|Tyson Foods, Inc.|PA|1.00|2.00|97.00|202506.00|815138328|'Tyson Foods Inc.'|tyson foods|false
Philadelphia Raw|Tyson Foods, Inc.|PA|1.00|2.00|146.00|268824.00|815138328|'Tyson Foods Inc.'|tyson foods|false
Pickensville Blend Mill|Tyson Foods, Inc.|AL|1.00|2.00|19.00|39979.00|830545826|'Tyson Foods Inc.'|tyson foods|false
Pine Bluff Feed Mill|Tyson Foods, Inc.|AR|1.00|2.00|23.00|48901.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Pine Bluff Freezer|Tyson Foods, Inc.|AR|1.00|2.00|38.00|67702.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Pine Bluff Jeff Pkwy Plant|Tyson Foods, Inc.|AR|1.00|3.00|1447.00|2597189.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Pine Bluff Live Haul|Tyson Foods, Inc.|AR|1.00|2.00|20.00|48258.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Pine Enid Plant|Tyson Foods, Inc.|OK|1.00|2.00|18.00|37235.00|730957451|'Tyson Foods Inc.'|tyson foods|false
Pocomoke Farm|Tyson Foods, Inc.|MD|1.00|2.00|56.00|121140.00|471384119|'Tyson Foods Inc.'|tyson foods|false
Portland Plant|Tyson Foods, Inc.|ME|1.00|3.00|372.00|798555.00|010235540|'Tyson Foods Inc.'|tyson foods|false
Pottsville Distribution Center|Tyson Foods, Inc.|PA|1.00|3.00|272.00|478868.00|472384604|'Tyson Foods Inc.'|tyson foods|false
Pottsville Feed Mill|Tyson Foods, Inc.|AR|1.00|2.00|30.00|67876.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Pottsville PA Drivers|Tyson Foods, Inc.|PA|1.00|2.00|74.00|134258.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Randall Road Plant|Tyson Foods, Inc.|AR|1.00|3.00|352.00|588646.00|710815087|'Tyson Foods Inc.'|tyson foods|false
RDC|Tyson Foods, Inc.|AR|1.00|2.00|38.00|70056.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Richmond Hatchery|Tyson Foods, Inc.|VA|1.00|2.00|22.00|40228.00|560754148|'Tyson Foods Inc.'|tyson foods|false
River Valley Hatchery|Tyson Foods, Inc.|AR|1.00|2.00|42.00|81613.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Roaring River Feed Mill|Tyson Foods, Inc.|NC|1.00|2.00|37.00|66145.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Robards Feed Mill|Tyson Foods, Inc.|KY|1.00|2.00|22.00|47487.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Robards Freezer|Tyson Foods, Inc.|KY|1.00|2.00|28.00|50650.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Robards Growout|Tyson Foods, Inc.|KY|1.00|2.00|27.00|63045.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Robards Hatchery|Tyson Foods, Inc.|KY|1.00|2.00|27.00|51402.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Robards Plant|Tyson Foods, Inc.|KY|1.00|3.00|1372.00|2406750.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Rochelle Distribution Center|Tyson Foods, Inc.|IL|1.00|3.00|292.00|540678.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Rome Plant|Tyson Foods, Inc.|GA|1.00|2.00|226.00|383556.00|362089049|'Tyson Foods Inc.'|tyson foods|false
RVI-Clarksville|Tyson Foods, Inc.|AR|1.00|2.00|40.00|82720.00|710815087|'Tyson Foods Inc.'|tyson foods|false
RVI-Cumming|Tyson Foods, Inc.|GA|1.00|2.00|111.00|269957.00|710815087|'Tyson Foods Inc.'|tyson foods|false
RVI-Cuthbert|Tyson Foods, Inc.|GA|1.00|2.00|132.00|309711.00|560754148|'Tyson Foods Inc.'|tyson foods|false
RVI-Forest|Tyson Foods, Inc.|MS|1.00|2.00|144.00|292253.00|640428364|'Tyson Foods Inc.'|tyson foods|false
RVI-Hanceville|Tyson Foods, Inc.|AL|1.00|2.00|167.00|367452.00|560754148|'Tyson Foods Inc.'|tyson foods|false
RVI-Harmony|Tyson Foods, Inc.|NC|1.00|2.00|81.00|176548.00|560754148|'Tyson Foods Inc.'|tyson foods|false
RVI-Robards|Tyson Foods, Inc.|KY|1.00|2.00|92.00|203045.00|710802999|'Tyson Foods Inc.'|tyson foods|false
RVI-Scranton|Tyson Foods, Inc.|AR|1.00|2.00|183.00|370476.00|710815087|'Tyson Foods Inc.'|tyson foods|false
RVI-Sedalia|Tyson Foods, Inc.|MO|1.00|2.00|28.00|59704.00|710815087|'Tyson Foods Inc.'|tyson foods|false
RVI-Temperanceville|Tyson Foods, Inc.|VA|1.00|2.00|39.00|77569.00|560754148|'Tyson Foods Inc.'|tyson foods|false
RVI-Texarkana|Tyson Foods, Inc.|AR|1.00|2.00|104.00|218873.00|710815087|'Tyson Foods Inc.'|tyson foods|false
San Lorenzo Plant|Tyson Foods, Inc.|CA|1.00|2.00|164.00|335327.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Sand Mountain Hatchery|Tyson Foods, Inc.|AL|1.00|2.00|25.00|58738.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Sedalia Feed Mill|Tyson Foods, Inc.|MO|1.00|2.00|41.00|87693.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Sedalia Freezer|Tyson Foods, Inc.|MO|1.00|2.00|38.00|70475.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Sedalia Growout|Tyson Foods, Inc.|MO|1.00|2.00|67.00|143350.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Sedalia Hatchery|Tyson Foods, Inc.|MO|1.00|2.00|35.00|65187.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Sedalia Plant|Tyson Foods, Inc.|MO|1.00|3.00|1476.00|2755234.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Seguin Growout|Tyson Foods, Inc.|TX|1.00|2.00|28.00|62699.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Seguin Plant|Tyson Foods, Inc.|TX|1.00|3.00|639.00|1215636.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Shelbyville Feed Mill|Tyson Foods, Inc.|TN|1.00|2.00|21.00|48072.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Shelbyville Hatchery|Tyson Foods, Inc.|TN|1.00|2.00|37.00|62275.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Shelbyville Plant|Tyson Foods, Inc.|TN|1.00|3.00|1269.00|2500497.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Sherman Case Rdy Plant|Tyson Foods, Inc.|TX|1.00|3.00|1715.00|3581612.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Siloam Springs Hatchery|Tyson Foods, Inc.|AR|1.00|2.00|58.00|119384.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Sioux City Freezer|Tyson Foods, Inc.|IA|1.00|2.00|71.00|142138.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Snead Growout|Tyson Foods, Inc.|AL|1.00|2.00|23.00|60722.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Southeast Farms (CV)|Tyson Foods, Inc.|GA|1.00|2.00|53.00|122013.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Southeast Transportation (CV)|Tyson Foods, Inc.|GA|1.00|2.00|27.00|55007.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Southwest Farms (CV)|Tyson Foods, Inc.|AR|1.00|2.00|58.00|130363.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Southwest Transportation (CV)|Tyson Foods, Inc.|AR|1.00|2.00|27.00|54854.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Spadra Feed Mill|Tyson Foods, Inc.|AR|1.00|2.00|22.00|82342.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Springdale Growout|Tyson Foods, Inc.|AR|1.00|2.00|35.00|83588.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Springdale, AR Terminal|Tyson Foods, Inc.|AR|1.00|3.00|1039.00|2285337.00|710815086|'Tyson Foods Inc.'|tyson foods|false
St Joseph Plant|Tyson Foods, Inc.|MO|1.00|3.00|721.00|1433509.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Star City Hatchery|Tyson Foods, Inc.|AR|1.00|2.00|29.00|56359.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Stilwell Hatchery (Noel)|Tyson Foods, Inc.|OK|1.00|2.00|43.00|89634.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Storm Lake Plant|Tyson Foods, Inc.|IA|1.00|3.00|2252.00|4411305.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Storm Lake Turkey Farms|Tyson Foods, Inc.|IA|1.00|2.00|79.00|157412.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Storm Lake Turkey Plant|Tyson Foods, Inc.|IA|1.00|3.00|642.00|1307284.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Sweetwater Farms|Tyson Foods, Inc.|OK|1.00|2.00|20.00|39898.00|710628109|'Tyson Foods Inc.'|tyson foods|false
TDC|Tyson Foods, Inc.|AR|1.00|3.00|294.00|563848.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Tecumseh Peterson Farm|Tyson Foods, Inc.|NE|1.00|2.00|21.00|48589.00|470831725|'Tyson Foods Inc.'|tyson foods|false
Tecumseh Plant|Tyson Foods, Inc.|NE|1.00|2.00|168.00|326513.00|470831725|'Tyson Foods Inc.'|tyson foods|false
Temperanceville Hatchery|Tyson Foods, Inc.|VA|1.00|2.00|30.00|58223.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Temperanceville Plant|Tyson Foods, Inc.|VA|1.00|3.00|1085.00|2208077.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Tennessee Farms|Tyson Foods, Inc.|TN|1.00|2.00|26.00|56647.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Tennessee Hatchery|Tyson Foods, Inc.|TN|1.00|2.00|47.00|91106.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Tennessee Pedigree Complex|Tyson Foods, Inc.|TN|1.00|2.00|195.00|397627.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Three Springs Farms|Tyson Foods, Inc.|OK|1.00|2.00|148.00|288385.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Timber Lake Farm|Tyson Foods, Inc.|TX|1.00|2.00|38.00|74347.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Timpson Hatchery|Tyson Foods, Inc.|TX|1.00|2.00|43.00|82216.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Tolleson Distribution Center|Tyson Foods, Inc.|AZ|1.00|2.00|74.00|154525.00|472384604|'Tyson Foods Inc.'|tyson foods|false
TVDC|Tyson Foods, Inc.|AR|1.00|3.00|268.00|506447.00|710815086|'Tyson Foods Inc.'|tyson foods|false
T'ville Feed Mill (Snow Hill)|Tyson Foods, Inc.|MD|1.00|2.00|20.00|47529.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Tyler Road Plant|Tyson Foods, Inc.|AR|1.00|3.00|667.00|1214861.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Tyson of Rogers Plant|Tyson Foods, Inc.|AR|1.00|3.00|883.00|1516205.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Van Buren Plant|Tyson Foods, Inc.|AR|1.00|3.00|1219.00|2272570.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Vernon Plant|Tyson Foods, Inc.|TX|1.00|3.00|848.00|1821835.00|510392340|'Tyson Foods Inc.'|tyson foods|false
Vienna Plant|Tyson Foods, Inc.|GA|1.00|3.00|1466.00|2507650.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Vineland Plant|Tyson Foods, Inc.|NJ|1.00|2.00|168.00|339577.00|231543124|'Tyson Foods Inc.'|tyson foods|false
Wadesboro Hatchery / Transp|Tyson Foods, Inc.|NC|1.00|2.00|52.00|102622.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Waldron Feed Mill|Tyson Foods, Inc.|AR|1.00|2.00|24.00|57664.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Waldron Growout|Tyson Foods, Inc.|AR|1.00|2.00|19.00|47402.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Waldron Hatchery|Tyson Foods, Inc.|AR|1.00|2.00|26.00|54139.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Waldron Plant|Tyson Foods, Inc.|AR|1.00|3.00|698.00|1208939.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Walnut Grove Hatchery (MLO)|Tyson Foods, Inc.|MS|1.00|2.00|23.00|42777.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Warren Michigan Plant|Tyson Foods, Inc.|MI|1.00|2.00|129.00|256095.00|731606670|'Tyson Foods Inc.'|tyson foods|false
Waterloo Freezer|Tyson Foods, Inc.|IA|1.00|2.00|61.00|101492.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Waterloo Plant|Tyson Foods, Inc.|IA|1.00|2.00|164.00|310693.00|481175514|'Tyson Foods Inc.'|tyson foods|false
Waterloo Pork Plant|Tyson Foods, Inc.|IA|1.00|3.00|2928.00|5612909.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Waverly Plant|Tyson Foods, Inc.|NE|1.00|3.00|476.00|1017326.00|470831725|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Food Service Plant|Tyson Foods, Inc.|NC|1.00|3.00|317.00|606049.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Fresh Plant|Tyson Foods, Inc.|NC|1.00|3.00|2000.00|3952780.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Fresh Plant II|Tyson Foods, Inc.|NC|1.00|3.00|292.00|516608.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Live Haul|Tyson Foods, Inc.|NC|1.00|2.00|54.00|88304.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Willow Philly Enid Plant|Tyson Foods, Inc.|OK|1.00|3.00|399.00|824917.00|730957451|'Tyson Foods Inc.'|tyson foods|false
Zeeland Plant|Tyson Foods, Inc.|MI|1.00|3.00|1130.00|2380824.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Wicks Roofing|Wicks Roofing|CA|1.00|2.00|75.00|136920.00|770418522|'Wicks Roofing Inc'|wicks roofing|false
1300|CentiMark Corporation|MD|1.00|2.00|70.00|105153.00|251194990|'CentiMark Corporation'|centimark|false
Saint-Gobain|CertainTeed Corporation|LA|1.00|2.00|72.00|229046.00|232615166|'CertainTeed LLC'|certainteed|false
4110|CentiMark Corporation|AL|1.00|2.00|53.00|78360.00|251194990|'CentiMark Corporation'|centimark|false
2400|CentiMark Corporation|MI|1.00|2.00|32.00|42296.00|251194990|'CentiMark Corporation'|centimark|false
O'Neal Inc|O'Neal Inc.|SC|1.00|2.00|230.00|492773.00|570619503|'O'Neal Construction'|o'neal|false
2600|CentiMark Corporation|IL|1.00|2.00|69.00|99295.00|251194990|'CentiMark Corporation'|centimark|false
2630|CentiMark Corporation|IA|1.00|2.00|17.00|30939.00|251194990|'CentiMark Corporation'|centimark|false
2650|CentiMark Corporation|WI|1.00|2.00|33.00|43200.00|251194990|'CentiMark Corporation'|centimark|false
2700|CentiMark Corporation|KS|1.00|2.00|47.00|53006.00|251194990|'CentiMark Corporation'|centimark|false
River City Roofing|River City Roofing|FL|1.00|2.00|19.00|29600.00|200703878|'River City Roofing', 'River City Roofing Co. Inc.'|river city roofing|true
Kreiling Roofing Co|Kreiling Roofing Co|IL|1.00|2.00|72.00|114800.00|371151409|'Kreiling Roofing Co.'|kreiling roofing|false
USG Interiors Cartersville|USG|GA|1.00|2.00|28.00|55426.00|453811432|'USG Corporation'|usg|false
USG Interiors Cloquet|USG|MN|1.00|2.00|318.00|622560.00|453811432|'USG Corporation'|usg|false
US Gyspum Delavan|USG|WI|1.00|2.00|23.00|47382.00|361898410|'USG Corporation'|usg|false
USG Interiors Greenville|USG|MS|1.00|2.00|190.00|399143.00|453811432|'USG Corporation'|usg|false
Ceilings Plus|USG|CA|1.00|2.00|187.00|357659.00|384049706|'USG Corporation'|usg|false
USG Interiors Red Wing|USG|MN|1.00|2.00|32.00|67974.00|453811432|'USG Corporation'|usg|false
USG Interiors Stockton|USG|CA|1.00|2.00|24.00|42347.00|453811432|'USG Corporation'|usg|false
