establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Phoenix Office|McCarthy Building Companies, Inc.|AZ|1.00|2.00|261.00|543506.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Lancaster Solar|McCarthy Building Companies, Inc.|GA|1.00|2.00|128.00|266052.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Elm Branch Solar|McCarthy Building Companies, Inc.|TX|1.00|2.00|61.00|126132.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Briar Creek Solar|McCarthy Building Companies, Inc.|TX|1.00|2.00|76.00|157606.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Dodge Flats Solar|McCarthy Building Companies, Inc.|NV|1.00|2.00|110.00|229300.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Maple Flats|McCarthy Building Companies, Inc.|IL|1.00|2.00|34.00|70959.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Snipesville II|McCarthy Building Companies, Inc.|GA|1.00|2.00|138.00|287109.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
NMS 100 Hecate|McCarthy Building Companies, Inc.|OH|1.00|2.00|34.00|70857.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Calhoun|McCarthy Building Companies, Inc.|MI|1.00|2.00|52.00|108148.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Fish Springs|McCarthy Building Companies, Inc.|NV|1.00|2.00|68.00|140795.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Arrow Canyon|McCarthy Building Companies, Inc.|NV|1.00|2.00|22.00|45539.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Bright Arrow|McCarthy Building Companies, Inc.|TX|1.00|2.00|32.00|65699.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
UCH LP ACC|McCarthy Building Companies, Inc.|CO|1.00|2.00|20.00|41367.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
APS HUBwest|McCarthy Building Companies, Inc.|AZ|1.00|2.00|35.00|72490.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Banner Gateway Expansion|McCarthy Building Companies, Inc.|AZ|1.00|2.00|36.00|73921.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
23rd Ave WWTP|McCarthy Building Companies, Inc.|AZ|1.00|2.00|21.00|42888.00|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Supreme Roofing, LP|Supreme Roofing|TX|1.00|2.00|215.00|425200.00|823769023|'Supreme Roofing', 'Supreme Roofing Systems'|supreme roofing|true
OWENS CORNING DELMAR PLANT|OWENS CORNING|NY|1.00|2.00|200.00|460083.00|371525228|'Owens Corning'|owens corning|false
TAMKO - Ennis|TAMKO Building Products LLC|TX|1.00|2.00|30.00|58448.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO-Frederick|TAMKO BUILDING PRODUCTS LLC|MD|1.00|2.00|109.00|224573.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Rangeline|TAMKO Building Products LLC|MO|1.00|2.00|34.00|77292.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Phillipsburg|TAMKO Building Products LLC|KS|1.00|2.00|95.00|192560.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Tuscaloosa|TAMKO Building Products LLC|AL|1.00|2.00|88.00|213002.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Columbus|TAMKO Building Products LLC|KS|1.00|2.00|26.00|48055.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - High Street|TAMKO Building Products LLC|MO|1.00|2.00|117.00|228689.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Dallas|TAMKO Building Products LLC|TX|1.00|2.00|94.00|198006.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Knoxville|TAMKO Building Products LLC|TN|1.00|2.00|37.00|72795.00|440502367|'TAMKO Building Products Inc.'|tamko building products|false
Mammoth Contracting, LLC|Mammoth Contracting, LLC|TX|1.00|2.00|22.00|45760.00|815179460|'Mammoth Contracting'|mammoth contracting|false
Anderson Manufacturing|Anderson Manufacturing|KY|1.00|2.00|217.00|324602.00||'Anderson Associates'|anderson|false
American Roofing|American Roofing|TX|1.00|2.00|82.00|161708.00|741609768|'American Roofing Co.'|american roofing|false
Consolidated Industries|Consolidated Industries|CT|1.00|2.00|80.00|136336.00|061547622|'Consolidated Enterprises Inc.'|consolidated|false
A.W. Farrell & Son, Inc. - Plattsburgh Office|A.W. Farrell & Son, Inc.|NY|1.00|1.00|19.00|47460.00|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
A.W. Farrell & Son, Inc. - Las Vegas Office|A.W. Farrell & Son, Inc.|NV|1.00|2.00|29.00|59001.00|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
A.W. Farrell & Son, Inc. - Erie Office|A.W. Farrell & Son, Inc.|PA|1.00|2.00|32.00|65689.00|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
A.W. Farrell & Son, Inc. - Cleveland Office|A.W. Farrell & Son, Inc.|OH|1.00|2.00|23.00|65478.00|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
A.W. Farrell & Son, Inc. - Cincinnati Office|A.W. Farrell & Son, Inc.|OH|1.00|2.00|21.00|47191.00|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
Nations Roof Gulf Coast, LLC|Nations Roof Gulf Coast, LLC|AL|1.00|2.00|30.00|58498.00|475521881|'Nations Roof Gulf Coast'|nations roof gulf coast|false
L.E. Schwartz & son Inc|L.E. Schwartz & Son Inc|GA|1.00|2.00|49.00|119438.00|580670431|'L.E. Schwartz & Son Inc.'|l.e. schwartz & son|false
NAIS Weirton, WV|North American Services Group|WV|1.00|2.00|97.00|159522.00|141771951|'North American Contractors'|north american|false
A.H. Sturgill Roofing, Inc.|A.H. Sturgill Roofing, Inc.|OH|1.00|2.00|22.00|35985.00|311366660|'A.H. Sturgill Roofing Inc.'|a.h. sturgill roofing|false
NAIS- Hurricane, WV|North American Services Group|WV|1.00|2.00|86.00|132556.00|141771951|'North American Contractors'|north american|false
BOYD Corporation|BOYD Corporation|CA|1.00|2.00|61.00|114557.00||'Boyd Inc.'|boyd|false
Kalkreuth Roofing & Sheet Metal, Inc.|Kalkreuth Roofing & Sheet Metal, Inc.|WV|1.00|2.00|173.00|300091.00|550647319|'Kalkreuth Roofing & Sheet Metal Inc.'|kalkreuth roofing & sheet metal|false
Brazos Urethane|Brazos Urethane, Inc.|TX|1.00|2.00|120.00|238904.00|742466058|'Brazos Urethane Inc'|brazos urethane|false
The Vertex Companies|The Vertex Companies|MA|1.00|3.00|650.00|1058127.00||'The Vertex Companies'|the vertex companies|false
Skyway Roofing, Inc.|Skyway Roofing, Inc.|NY|1.00|2.00|35.00|72800.00|141763964|'Skyway Roofing Inc.'|skyway roofing|false
EGG HARBOR TTWP|THOMAS COMPANY INC|NJ|1.00|2.00|188.00|352469.00|221801542|'Thomas Co. Inc.'|thomas|false
THOMAS CO BROOKLAWN|THOMAS COMPANY INC|NJ|1.00|2.00|6.00|11612.00|221801542|'Thomas Co. Inc.'|thomas|false
1100|CentiMark Corporation|CT|1.00|2.00|48.00|74359.00|251194990|'CentiMark Corporation'|centimark|false
1400|CentiMark Corporation|PA|1.00|2.00|79.00|88364.00|251194990|'CentiMark Corporation'|centimark|false
1500|CentiMark Corporation|VA|1.00|2.00|43.00|79707.00|251194990|'CentiMark Corporation'|centimark|false
1800|CentiMark Corporation|MA|1.00|2.00|76.00|118193.00|251194990|'CentiMark Corporation'|centimark|false
1900|CentiMark Corporation|NJ|1.00|2.00|60.00|116761.00|251194990|'CentiMark Corporation'|centimark|false
2100|CentiMark Corporation|OH|1.00|2.00|50.00|62508.00|251194990|'CentiMark Corporation'|centimark|false
2200|CentiMark Corporation|OH|1.00|2.00|42.00|65259.00|251194990|'CentiMark Corporation'|centimark|false
2210|CentiMark Corporation|IN|1.00|2.00|43.00|64560.00|251194990|'CentiMark Corporation'|centimark|false
2220|CentiMark Corporation|OH|1.00|2.00|48.00|100519.00|251194990|'CentiMark Corporation'|centimark|false
2250|CentiMark Corporation|IN|1.00|2.00|32.00|51542.00|251194990|'CentiMark Corporation'|centimark|false
5310|CentiMark Corporation|OR|1.00|2.00|41.00|71130.00|251194990|'CentiMark Corporation'|centimark|false
5350|CentiMark Corporation|AZ|1.00|2.00|91.00|126296.00|251194990|'CentiMark Corporation'|centimark|false
5400|CentiMark Corporation|CO|1.00|2.00|60.00|89253.00|251194990|'CentiMark Corporation'|centimark|false
DDP Roofing Services Inc.|DDP Roofing Services Inc.|PA|1.00|2.00|96.00|238429.00||'DDP Roofing Services Inc.'|ddp roofing|false
GLIDDEN Roofing Corp.|Glidden Roofing Corporation|ME|1.00|1.00|15.00|45405.00|010463435|'Glidden Roofing Co.'|glidden roofing|false
NorthStar Construction Services Corp.|NorthStar Construction Services Corp.|MA|1.00|2.00|68.00|126873.00|043156949|'NorthStar Construction Services Corp.'|northstar|false
Summit Asphalt Plant|Owens Corning|IL|1.00|2.00|29.00|60275.00||'Owens Corning'|owens corning|false
CertainTeed|CertainTeed|AL|1.00|2.00|69.00|117446.00|320613145|'CertainTeed LLC'|certainteed|false
Summit Roofing Plant|Owens Corning|IL|1.00|2.00|107.00|215718.00||'Owens Corning'|owens corning|false
54th St Enid Plant|Tyson Foods, Inc.|OK|1.00|3.00|522.00|1090759.00|730957451|'Tyson Foods Inc.'|tyson foods|false
Albany Plant|Tyson Foods, Inc.|KY|1.00|3.00|1162.00|2160892.00|582337198|'Tyson Foods Inc.'|tyson foods|false
Albertville Hatchery|Tyson Foods, Inc.|AL|1.00|2.00|18.00|38747.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Albertville Plant|Tyson Foods, Inc.|AL|1.00|3.00|824.00|1616529.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Amarillo Foreward Warehouse|Tyson Foods, Inc.|TX|1.00|2.00|96.00|169692.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo Freezer|Tyson Foods, Inc.|TX|1.00|2.00|49.00|92446.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo Hides|Tyson Foods, Inc.|TX|1.00|2.00|179.00|361497.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo PBX|Tyson Foods, Inc.|TX|1.00|2.00|40.00|79644.00|470557612|'Tyson Foods Inc.'|tyson foods|false
Amarillo Plant|Tyson Foods, Inc.|TX|1.00|3.00|3751.00|7302052.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo TASCO|Tyson Foods, Inc.|TX|1.00|2.00|25.00|51620.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amherst Plant|Tyson Foods, Inc.|OH|1.00|3.00|620.00|1080281.00|340661082|'Tyson Foods Inc.'|tyson foods|false
Bates Mountain Farms|Tyson Foods, Inc.|AR|1.00|2.00|67.00|132684.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Bear Hollow Farms|Tyson Foods, Inc.|MO|1.00|2.00|145.00|288581.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Bergman Feed Mill|Tyson Foods, Inc.|AR|1.00|2.00|35.00|78084.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Berry Street Plant|Tyson Foods, Inc.|AR|1.00|3.00|1242.00|2479328.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Berryville Growout|Tyson Foods, Inc.|AR|1.00|2.00|22.00|51160.00|620852669|'Tyson Foods Inc.'|tyson foods|false
Berryville Plant|Tyson Foods, Inc.|AR|1.00|3.00|975.00|1981859.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Blairsville Hatchery|Tyson Foods, Inc.|GA|1.00|2.00|44.00|83529.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Blountsville Plant|Tyson Foods, Inc.|AL|1.00|3.00|630.00|1185937.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Bolivar Feed Mill|Tyson Foods, Inc.|GA|1.00|2.00|36.00|145004.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Broken Bow Freezer|Tyson Foods, Inc.|OK|1.00|2.00|51.00|93343.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Broken Bow Hatchery|Tyson Foods, Inc.|OK|1.00|2.00|22.00|49514.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Broken Bow Plant|Tyson Foods, Inc.|OK|1.00|3.00|1491.00|2636316.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Camilla Feedmill|Tyson Foods, Inc.|GA|1.00|2.00|34.00|54362.00|582036865|'Tyson Foods Inc.'|tyson foods|false
Camilla Hatchery|Tyson Foods, Inc.|GA|1.00|2.00|58.00|134522.00|582036865|'Tyson Foods Inc.'|tyson foods|false
Camilla Live Haul|Tyson Foods, Inc.|GA|1.00|2.00|18.00|17425.00|582036865|'Tyson Foods Inc.'|tyson foods|false
Camilla Plant|Tyson Foods, Inc.|GA|1.00|3.00|1790.00|3310876.00|582036865|'Tyson Foods Inc.'|tyson foods|false
Carthage Growout|Tyson Foods, Inc.|TX|1.00|2.00|21.00|51450.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Carthage Plant|Tyson Foods, Inc.|TX|1.00|3.00|559.00|918717.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Carthage Plant (Choctaw)|Tyson Foods, Inc.|MS|1.00|3.00|1473.00|2611971.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Caseyville Plant|Tyson Foods, Inc.|IL|1.00|3.00|296.00|518967.00|800304279|'Tyson Foods Inc.'|tyson foods|false
Center Feed Mill|Tyson Foods, Inc.|TX|1.00|2.00|2.00|1846.00|842000376|'Tyson Foods Inc.'|tyson foods|false
Center Hatchery|Tyson Foods, Inc.|TX|1.00|2.00|21.00|43020.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Center Processing Plant|Tyson Foods, Inc.|TX|1.00|3.00|1501.00|2801013.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Center Warehouse|Tyson Foods, Inc.|TX|1.00|2.00|22.00|51035.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Ceres Plant|Tyson Foods, Inc.|MS|1.00|3.00|499.00|884572.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Chicago Plant (Bruss)|Tyson Foods, Inc.|IL|1.00|3.00|295.00|584559.00|362338268|'Tyson Foods Inc.'|tyson foods|false
Chick-N-Quick Plant|Tyson Foods, Inc.|AR|1.00|3.00|849.00|1836069.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Cincinnati Plant|Tyson Foods, Inc.|OH|1.00|3.00|760.00|1682713.00|800304279|'Tyson Foods Inc.'|tyson foods|false
Claremont Plant|Tyson Foods, Inc.|NC|1.00|3.00|756.00|1553240.00|800304279|'Tyson Foods Inc.'|tyson foods|false
Clarksville Growout|Tyson Foods, Inc.|AR|1.00|2.00|67.00|152458.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Clarksville Hatchery #1|Tyson Foods, Inc.|AR|1.00|2.00|27.00|51333.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Clarksville Plant|Tyson Foods, Inc.|AR|1.00|3.00|1258.00|2164860.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Claryville Plant|Tyson Foods, Inc.|KY|1.00|3.00|701.00|1355574.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Cleveland Hatchery (CV)|Tyson Foods, Inc.|GA|1.00|2.00|58.00|114575.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Columbia Case Ready|Tyson Foods, Inc.|SC|1.00|3.00|152.00|260309.00|853783058|'Tyson Foods Inc.'|tyson foods|false
Concordia Plant|Tyson Foods, Inc.|MO|1.00|2.00|185.00|335425.00|421233965|'Tyson Foods Inc.'|tyson foods|false
Corydon Plant|Tyson Foods, Inc.|IN|1.00|3.00|341.00|601850.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Council Bluffs Case Rdy Plant|Tyson Foods, Inc.|IA|1.00|3.00|1588.00|3227591.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Council Bluffs Prepared|Tyson Foods, Inc.|IA|1.00|3.00|258.00|540796.00|481175514|'Tyson Foods Inc.'|tyson foods|false
Craig Feed Mill|Tyson Foods, Inc.|OK|1.00|2.00|33.00|59039.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Cumming Plant|Tyson Foods, Inc.|GA|1.00|3.00|1231.00|2254301.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Dahlonega Hatchery|Tyson Foods, Inc.|GA|1.00|2.00|40.00|77724.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Dakota City Hides|Tyson Foods, Inc.|NE|1.00|2.00|192.00|419474.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Dakota City PBX|Tyson Foods, Inc.|NE|1.00|2.00|34.00|67143.00|470557612|'Tyson Foods Inc.'|tyson foods|false
Dakota City Plant|Tyson Foods, Inc.|NE|1.00|3.00|3685.00|7859740.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Dallas Plant|Tyson Foods, Inc.|TX|1.00|2.00|161.00|334306.00|481175514|'Tyson Foods Inc.'|tyson foods|false
Dardanelle Growout|Tyson Foods, Inc.|AR|1.00|2.00|26.00|61369.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Dardanelle Plant|Tyson Foods, Inc.|AR|1.00|3.00|902.00|1595252.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Dexter Feed Mill|Tyson Foods, Inc.|MO|1.00|2.00|15.00|34614.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Dexter Hatchery|Tyson Foods, Inc.|MO|1.00|2.00|22.00|40962.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Dexter Plant|Tyson Foods, Inc.|MO|1.00|3.00|657.00|1183158.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Eagle Grove Farms|Tyson Foods, Inc.|GA|1.00|2.00|41.00|77889.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Eagle Mountain Case Ready|Tyson Foods, Inc.|UT|1.00|3.00|203.00|375342.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Eastville Farm|Tyson Foods, Inc.|VA|1.00|2.00|25.00|45606.00|471384119|'Tyson Foods Inc.'|tyson foods|false
Edwardsville Fwd WH|Tyson Foods, Inc.|KS|1.00|2.00|144.00|238832.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Emporia PBX|Tyson Foods, Inc.|KS|1.00|2.00|18.00|34635.00|470557612|'Tyson Foods Inc.'|tyson foods|false
Emporia Plant|Tyson Foods, Inc.|KS|1.00|3.00|925.00|1720518.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Enid Distribution Center|Tyson Foods, Inc.|OK|1.00|2.00|118.00|221750.00|730957451|'Tyson Foods Inc.'|tyson foods|false
Enterprise Enid Plant|Tyson Foods, Inc.|OK|1.00|3.00|451.00|999658.00|730957451|'Tyson Foods Inc.'|tyson foods|false
Eufaula Feedmill|Tyson Foods, Inc.|AL|1.00|2.00|32.00|69792.00|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula FP Plant|Tyson Foods, Inc.|AL|1.00|3.00|285.00|542750.00|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula Fresh Plant|Tyson Foods, Inc.|AL|1.00|3.00|767.00|1449088.00|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula Hatchery|Tyson Foods, Inc.|AL|1.00|2.00|49.00|107559.00|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula Live Haul|Tyson Foods, Inc.|AL|1.00|2.00|26.00|60627.00|050596460|'Tyson Foods Inc.'|tyson foods|false
Fayetteville Complex|Tyson Foods, Inc.|AR|1.00|3.00|804.00|1565250.00|710815084|'Tyson Foods Inc.'|tyson foods|false
Finney County Freezer|Tyson Foods, Inc.|KS|1.00|2.00|44.00|91922.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Finney County Hides|Tyson Foods, Inc.|KS|1.00|2.00|133.00|280292.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Finney County PBX|Tyson Foods, Inc.|KS|1.00|2.00|24.00|51810.00|470557612|'Tyson Foods Inc.'|tyson foods|false
Finney County Plant|Tyson Foods, Inc.|KS|1.00|3.00|3333.00|6808691.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Forest Distribution Center|Tyson Foods, Inc.|MS|1.00|2.00|93.00|162991.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Forest Growout (MLO)|Tyson Foods, Inc.|MS|1.00|2.00|59.00|141072.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Forest, MS Complex|Tyson Foods, Inc.|MS|1.00|3.00|1194.00|1856411.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Forest, MS Route Sales|Tyson Foods, Inc.|MS|1.00|2.00|27.00|39381.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Fort Smith Plant|Tyson Foods, Inc.|AR|1.00|2.00|103.00|214203.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Fort Worth Distribution Center|Tyson Foods, Inc.|TX|1.00|2.00|2.00|4550.00|481175514|'Tyson Foods Inc.'|tyson foods|false
Fort Worth South Dist Center|Tyson Foods, Inc.|TX|1.00|2.00|179.00|287820.00|710815086|'Tyson Foods Inc.'|tyson foods|false
